conversation_id,turn_id,speaker_role,text,label,stage,text_clean
89,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
89,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
89,7,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
89,8,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
89,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
89,10,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
89,11,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
90,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
90,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
90,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
90,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
90,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
90,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
90,6,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
90,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
90,8,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
90,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
91,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
91,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
91,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
91,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
91,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
91,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
91,6,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
91,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
92,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
92,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
92,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
92,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
92,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
92,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
92,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
92,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
92,8,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
92,9,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
92,10,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
92,11,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
93,0,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
93,1,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
93,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
93,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
93,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
93,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
93,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
93,7,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
93,8,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
94,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
94,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
94,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
94,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
94,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
94,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
94,6,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
94,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
95,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
95,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
95,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
95,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
95,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
95,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
95,6,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
95,7,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
96,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
96,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
96,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
96,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
96,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
96,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
96,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
96,7,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
96,8,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
97,0,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
97,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
97,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
97,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
97,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
97,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
97,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
97,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
97,8,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
98,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
98,1,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
98,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
98,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
98,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
98,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
98,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
98,7,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
98,8,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
98,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
98,10,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
99,0,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
99,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
99,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
99,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
99,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
99,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
99,6,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
99,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
99,8,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
99,9,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
99,10,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
100,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
100,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
100,2,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
100,3,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
100,4,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
100,5,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
100,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
100,7,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
100,8,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
100,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
101,0,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
101,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
101,2,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
101,3,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
101,4,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
101,5,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
101,6,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
102,0,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
102,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
102,2,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
102,3,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
102,4,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
102,5,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
102,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
102,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
102,8,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
102,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
103,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
103,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
103,2,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
103,3,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
103,4,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
103,5,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
103,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
103,7,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
103,8,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
103,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
104,0,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
104,1,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
104,2,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
104,3,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
104,4,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
104,5,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
105,0,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
105,1,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
105,2,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
105,3,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
105,4,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
105,5,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
105,6,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
105,7,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
106,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
106,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
106,2,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
106,3,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
106,4,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
106,5,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
107,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
107,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
107,2,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
107,3,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
107,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
107,5,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
107,6,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
108,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
108,1,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
108,2,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
108,3,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
108,4,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
108,5,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
108,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
108,7,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
108,8,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
108,9,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
109,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
109,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
109,2,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
109,3,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
109,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
109,5,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
109,6,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
109,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
110,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
110,1,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
110,2,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
110,3,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
110,4,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
110,5,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
110,6,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
110,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
111,0,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
111,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
111,2,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
111,3,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
111,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
111,5,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
111,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
111,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
111,8,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
111,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
112,0,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
112,1,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
112,2,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
112,3,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
112,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
112,5,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
112,6,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
113,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
113,1,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
113,2,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
113,3,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
113,4,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
113,5,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
113,6,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
113,7,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
113,8,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
113,9,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
114,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
114,1,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
114,2,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
114,3,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
114,4,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
114,5,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
114,6,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
114,7,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
114,8,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
115,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
115,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
115,2,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
115,3,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
115,4,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
115,5,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
115,6,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
116,0,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
116,1,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
116,2,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
116,3,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
116,4,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
116,5,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
116,6,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
116,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
116,8,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
116,9,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
116,10,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
117,0,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
117,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
117,2,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
117,3,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
117,4,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
117,5,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
117,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
118,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
118,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
118,2,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
118,3,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
118,4,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
118,5,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
119,0,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
119,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
119,2,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
119,3,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
119,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
119,5,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
119,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
119,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
119,8,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
119,9,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
119,10,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
119,11,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
120,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
120,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
120,2,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
120,3,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
120,4,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
120,5,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
120,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
120,7,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
121,0,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
121,1,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
121,2,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
121,3,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
121,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
121,5,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
121,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
121,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
121,8,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
121,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
121,10,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
121,11,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
122,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
122,1,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
122,2,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
122,3,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
122,4,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
122,5,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
122,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
122,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
122,8,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
122,9,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
122,10,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
123,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
123,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
123,2,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
123,3,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
123,4,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
123,5,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
123,6,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
123,7,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
123,8,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
123,9,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
123,10,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
124,0,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
124,1,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
124,2,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
124,3,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
124,4,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
124,5,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
124,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
124,7,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
125,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
125,1,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
125,2,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
125,3,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
125,4,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
125,5,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
125,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
125,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
125,8,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
125,9,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
126,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
126,1,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
126,2,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
126,3,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
126,4,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
126,5,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
