conversation_id,turn_id,speaker_role,text,label,stage
98,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
98,6,child,nice shot! that was crazy.,non_grooming,none
98,7,child,"brb, need to finish homework.",non_grooming,none
98,8,child,nice shot! that was crazy.,non_grooming,none
98,9,child,anyone wanna join my team?,non_grooming,none
98,10,child,my internet is lagging again omg.,non_grooming,none
99,0,child,nice shot! that was crazy.,non_grooming,none
99,1,child,"gotta go, see you tomorrow.",non_grooming,none
99,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
99,3,adult,"don’t worry, I always have your back.",grooming,trust_building
99,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
99,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
99,6,adult,"brb, need to finish homework.",non_grooming,none
99,7,adult,my internet is lagging again omg.,non_grooming,none
99,8,adult,nice shot! that was crazy.,non_grooming,none
99,9,child,my internet is lagging again omg.,non_grooming,none
100,0,adult,anyone wanna join my team?,non_grooming,none
100,1,child,"brb, need to finish homework.",non_grooming,none
100,2,adult,my internet is lagging again omg.,non_grooming,none
100,3,adult,"gotta go, see you tomorrow.",non_grooming,none
100,4,child,nice shot! that was crazy.,non_grooming,none
100,5,adult,anyone wanna join my team?,non_grooming,none
100,6,adult,"brb, need to finish homework.",non_grooming,none
100,7,child,"gotta go, see you tomorrow.",non_grooming,none
100,8,child,nice shot! that was crazy.,non_grooming,none
100,9,child,anyone wanna join my team?,non_grooming,none
100,10,child,nice shot! that was crazy.,non_grooming,none
100,11,adult,nice shot! that was crazy.,non_grooming,none
101,0,adult,my internet is lagging again omg.,non_grooming,none
101,1,adult,anyone wanna join my team?,non_grooming,none
101,2,adult,nice shot! that was crazy.,non_grooming,none
101,3,child,my internet is lagging again omg.,non_grooming,none
101,4,child,"brb, need to finish homework.",non_grooming,none
101,5,child,"gotta go, see you tomorrow.",non_grooming,none
101,6,adult,"brb, need to finish homework.",non_grooming,none
101,7,child,anyone wanna join my team?,non_grooming,none
101,8,child,anyone wanna join my team?,non_grooming,none
101,9,child,"brb, need to finish homework.",non_grooming,none
101,10,child,"gotta go, see you tomorrow.",non_grooming,none
102,0,adult,my internet is lagging again omg.,non_grooming,none
102,1,child,nice shot! that was crazy.,non_grooming,none
102,2,adult,"gotta go, see you tomorrow.",non_grooming,none
102,3,child,"gotta go, see you tomorrow.",non_grooming,none
102,4,adult,nice shot! that was crazy.,non_grooming,none
102,5,adult,"gotta go, see you tomorrow.",non_grooming,none
102,6,child,nice shot! that was crazy.,non_grooming,none
102,7,adult,anyone wanna join my team?,non_grooming,none
103,0,adult,"gotta go, see you tomorrow.",non_grooming,none
103,1,adult,"gotta go, see you tomorrow.",non_grooming,none
103,2,adult,"brb, need to finish homework.",non_grooming,none
103,3,child,my internet is lagging again omg.,non_grooming,none
103,4,adult,"brb, need to finish homework.",non_grooming,none
103,5,child,"brb, need to finish homework.",non_grooming,none
103,6,child,my internet is lagging again omg.,non_grooming,none
103,7,child,"gotta go, see you tomorrow.",non_grooming,none
103,8,child,"brb, need to finish homework.",non_grooming,none
104,0,child,anyone wanna join my team?,non_grooming,none
104,1,child,my internet is lagging again omg.,non_grooming,none
104,2,child,"brb, need to finish homework.",non_grooming,none
104,3,child,anyone wanna join my team?,non_grooming,none
104,4,adult,"brb, need to finish homework.",non_grooming,none
104,5,adult,my internet is lagging again omg.,non_grooming,none
104,6,child,anyone wanna join my team?,non_grooming,none
104,7,adult,my internet is lagging again omg.,non_grooming,none
104,8,adult,"brb, need to finish homework.",non_grooming,none
104,9,child,"brb, need to finish homework.",non_grooming,none
104,10,adult,nice shot! that was crazy.,non_grooming,none
105,0,child,nice shot! that was crazy.,non_grooming,none
105,1,adult,"brb, need to finish homework.",non_grooming,none
105,2,adult,my internet is lagging again omg.,non_grooming,none
105,3,adult,nice shot! that was crazy.,non_grooming,none
105,4,child,"gotta go, see you tomorrow.",non_grooming,none
105,5,adult,my internet is lagging again omg.,non_grooming,none
105,6,child,"brb, need to finish homework.",non_grooming,none
105,7,child,my internet is lagging again omg.,non_grooming,none
105,8,child,nice shot! that was crazy.,non_grooming,none
105,9,adult,my internet is lagging again omg.,non_grooming,none
105,10,adult,anyone wanna join my team?,non_grooming,none
106,0,adult,"gotta go, see you tomorrow.",non_grooming,none
106,1,adult,"gotta go, see you tomorrow.",non_grooming,none
106,2,adult,"brb, need to finish homework.",non_grooming,none
106,3,adult,"gotta go, see you tomorrow.",non_grooming,none
106,4,adult,"brb, need to finish homework.",non_grooming,none
106,5,adult,anyone wanna join my team?,non_grooming,none
107,0,adult,"brb, need to finish homework.",non_grooming,none
107,1,adult,"brb, need to finish homework.",non_grooming,none
107,2,child,"gotta go, see you tomorrow.",non_grooming,none
107,3,child,nice shot! that was crazy.,non_grooming,none
107,4,child,"brb, need to finish homework.",non_grooming,none
107,5,adult,"gotta go, see you tomorrow.",non_grooming,none
107,6,child,"brb, need to finish homework.",non_grooming,none
107,7,child,my internet is lagging again omg.,non_grooming,none
107,8,adult,nice shot! that was crazy.,non_grooming,none
107,9,adult,nice shot! that was crazy.,non_grooming,none
107,10,child,"gotta go, see you tomorrow.",non_grooming,none
107,11,child,"brb, need to finish homework.",non_grooming,none
108,0,child,"brb, need to finish homework.",non_grooming,none
108,1,adult,anyone wanna join my team?,non_grooming,none
108,2,child,nice shot! that was crazy.,non_grooming,none
108,3,child,"brb, need to finish homework.",non_grooming,none
108,4,adult,my internet is lagging again omg.,non_grooming,none
108,5,child,"brb, need to finish homework.",non_grooming,none
108,6,child,my internet is lagging again omg.,non_grooming,none
108,7,child,nice shot! that was crazy.,non_grooming,none
108,8,child,"gotta go, see you tomorrow.",non_grooming,none
108,9,child,"gotta go, see you tomorrow.",non_grooming,none
108,10,child,anyone wanna join my team?,non_grooming,none
109,0,child,my internet is lagging again omg.,non_grooming,none
109,1,adult,anyone wanna join my team?,non_grooming,none
109,2,child,"brb, need to finish homework.",non_grooming,none
109,3,adult,"brb, need to finish homework.",non_grooming,none
109,4,adult,my internet is lagging again omg.,non_grooming,none
109,5,child,my internet is lagging again omg.,non_grooming,none
109,6,adult,my internet is lagging again omg.,non_grooming,none
109,7,child,anyone wanna join my team?,non_grooming,none
109,8,child,nice shot! that was crazy.,non_grooming,none
109,9,adult,nice shot! that was crazy.,non_grooming,none
110,0,adult,nice shot! that was crazy.,non_grooming,none
110,1,adult,"gotta go, see you tomorrow.",non_grooming,none
110,2,adult,"gotta go, see you tomorrow.",non_grooming,none
110,3,child,"brb, need to finish homework.",non_grooming,none
110,4,adult,"gotta go, see you tomorrow.",non_grooming,none
110,5,child,my internet is lagging again omg.,non_grooming,none
110,6,adult,nice shot! that was crazy.,non_grooming,none
110,7,adult,nice shot! that was crazy.,non_grooming,none
110,8,adult,my internet is lagging again omg.,non_grooming,none
110,9,adult,"brb, need to finish homework.",non_grooming,none
110,10,child,my internet is lagging again omg.,non_grooming,none
111,0,adult,"gotta go, see you tomorrow.",non_grooming,none
111,1,child,my internet is lagging again omg.,non_grooming,none
111,2,child,my internet is lagging again omg.,non_grooming,none
111,3,adult,anyone wanna join my team?,non_grooming,none
111,4,adult,"brb, need to finish homework.",non_grooming,none
111,5,adult,anyone wanna join my team?,non_grooming,none
111,6,child,nice shot! that was crazy.,non_grooming,none
111,7,child,anyone wanna join my team?,non_grooming,none
111,8,adult,nice shot! that was crazy.,non_grooming,none
111,9,adult,anyone wanna join my team?,non_grooming,none
111,10,child,"gotta go, see you tomorrow.",non_grooming,none
112,0,adult,"brb, need to finish homework.",non_grooming,none
112,1,adult,nice shot! that was crazy.,non_grooming,none
112,2,adult,"brb, need to finish homework.",non_grooming,none
112,3,child,anyone wanna join my team?,non_grooming,none
112,4,child,nice shot! that was crazy.,non_grooming,none
112,5,adult,"brb, need to finish homework.",non_grooming,none
113,0,child,my internet is lagging again omg.,non_grooming,none
113,1,child,my internet is lagging again omg.,non_grooming,none
113,2,adult,nice shot! that was crazy.,non_grooming,none
113,3,child,my internet is lagging again omg.,non_grooming,none
113,4,adult,"gotta go, see you tomorrow.",non_grooming,none
113,5,adult,"gotta go, see you tomorrow.",non_grooming,none
113,6,adult,anyone wanna join my team?,non_grooming,none
113,7,adult,"brb, need to finish homework.",non_grooming,none
113,8,adult,"brb, need to finish homework.",non_grooming,none
113,9,adult,"brb, need to finish homework.",non_grooming,none
114,0,child,"brb, need to finish homework.",non_grooming,none
114,1,child,nice shot! that was crazy.,non_grooming,none
114,2,child,"brb, need to finish homework.",non_grooming,none
114,3,child,nice shot! that was crazy.,non_grooming,none
114,4,child,nice shot! that was crazy.,non_grooming,none
114,5,child,nice shot! that was crazy.,non_grooming,none
115,0,adult,"brb, need to finish homework.",non_grooming,none
115,1,adult,nice shot! that was crazy.,non_grooming,none
115,2,child,anyone wanna join my team?,non_grooming,none
115,3,child,my internet is lagging again omg.,non_grooming,none
115,4,adult,"brb, need to finish homework.",non_grooming,none
115,5,adult,anyone wanna join my team?,non_grooming,none
115,6,adult,"gotta go, see you tomorrow.",non_grooming,none
115,7,adult,anyone wanna join my team?,non_grooming,none
116,0,child,nice shot! that was crazy.,non_grooming,none
116,1,adult,nice shot! that was crazy.,non_grooming,none
116,2,child,nice shot! that was crazy.,non_grooming,none
116,3,adult,nice shot! that was crazy.,non_grooming,none
116,4,adult,anyone wanna join my team?,non_grooming,none
116,5,adult,"brb, need to finish homework.",non_grooming,none
116,6,adult,"gotta go, see you tomorrow.",non_grooming,none
116,7,child,"brb, need to finish homework.",non_grooming,none
116,8,child,anyone wanna join my team?,non_grooming,none
116,9,adult,nice shot! that was crazy.,non_grooming,none
116,10,child,"gotta go, see you tomorrow.",non_grooming,none
116,11,adult,my internet is lagging again omg.,non_grooming,none
117,0,adult,anyone wanna join my team?,non_grooming,none
117,1,child,anyone wanna join my team?,non_grooming,none
117,2,adult,my internet is lagging again omg.,non_grooming,none
117,3,adult,"brb, need to finish homework.",non_grooming,none
117,4,child,"brb, need to finish homework.",non_grooming,none
117,5,adult,anyone wanna join my team?,non_grooming,none
117,6,child,"brb, need to finish homework.",non_grooming,none
118,0,child,anyone wanna join my team?,non_grooming,none
118,1,child,my internet is lagging again omg.,non_grooming,none
118,2,child,anyone wanna join my team?,non_grooming,none
118,3,adult,nice shot! that was crazy.,non_grooming,none
118,4,adult,anyone wanna join my team?,non_grooming,none
118,5,child,"brb, need to finish homework.",non_grooming,none
119,0,adult,"gotta go, see you tomorrow.",non_grooming,none
119,1,adult,anyone wanna join my team?,non_grooming,none
119,2,child,"gotta go, see you tomorrow.",non_grooming,none
119,3,adult,anyone wanna join my team?,non_grooming,none
119,4,child,anyone wanna join my team?,non_grooming,none
119,5,adult,anyone wanna join my team?,non_grooming,none
119,6,child,my internet is lagging again omg.,non_grooming,none
119,7,child,nice shot! that was crazy.,non_grooming,none
119,8,adult,"gotta go, see you tomorrow.",non_grooming,none
120,0,child,my internet is lagging again omg.,non_grooming,none
120,1,child,anyone wanna join my team?,non_grooming,none
120,2,adult,"gotta go, see you tomorrow.",non_grooming,none
120,3,child,nice shot! that was crazy.,non_grooming,none
120,4,adult,nice shot! that was crazy.,non_grooming,none
120,5,child,my internet is lagging again omg.,non_grooming,none
120,6,adult,"brb, need to finish homework.",non_grooming,none
120,7,adult,my internet is lagging again omg.,non_grooming,none
121,0,child,nice shot! that was crazy.,non_grooming,none
121,1,child,my internet is lagging again omg.,non_grooming,none
121,2,adult,anyone wanna join my team?,non_grooming,none
121,3,child,my internet is lagging again omg.,non_grooming,none
121,4,adult,"gotta go, see you tomorrow.",non_grooming,none
121,5,child,my internet is lagging again omg.,non_grooming,none
121,6,child,nice shot! that was crazy.,non_grooming,none
121,7,child,nice shot! that was crazy.,non_grooming,none
121,8,adult,"gotta go, see you tomorrow.",non_grooming,none
122,0,child,"gotta go, see you tomorrow.",non_grooming,none
122,1,child,"gotta go, see you tomorrow.",non_grooming,none
122,2,child,my internet is lagging again omg.,non_grooming,none
122,3,child,"gotta go, see you tomorrow.",non_grooming,none
122,4,child,"gotta go, see you tomorrow.",non_grooming,none
122,5,adult,"brb, need to finish homework.",non_grooming,none
122,6,child,nice shot! that was crazy.,non_grooming,none
122,7,adult,"brb, need to finish homework.",non_grooming,none
122,8,child,nice shot! that was crazy.,non_grooming,none
123,0,child,my internet is lagging again omg.,non_grooming,none
123,1,child,nice shot! that was crazy.,non_grooming,none
123,2,adult,my internet is lagging again omg.,non_grooming,none
123,3,child,nice shot! that was crazy.,non_grooming,none
123,4,adult,"brb, need to finish homework.",non_grooming,none
123,5,adult,"gotta go, see you tomorrow.",non_grooming,none
123,6,adult,my internet is lagging again omg.,non_grooming,none
123,7,adult,"gotta go, see you tomorrow.",non_grooming,none
123,8,adult,"gotta go, see you tomorrow.",non_grooming,none
123,9,child,my internet is lagging again omg.,non_grooming,none
124,0,child,nice shot! that was crazy.,non_grooming,none
124,1,adult,"brb, need to finish homework.",non_grooming,none
124,2,adult,nice shot! that was crazy.,non_grooming,none
124,3,child,nice shot! that was crazy.,non_grooming,none
124,4,adult,"gotta go, see you tomorrow.",non_grooming,none
124,5,adult,nice shot! that was crazy.,non_grooming,none
124,6,child,nice shot! that was crazy.,non_grooming,none
125,0,adult,"brb, need to finish homework.",non_grooming,none
125,1,child,"gotta go, see you tomorrow.",non_grooming,none
125,2,adult,"brb, need to finish homework.",non_grooming,none
125,3,child,anyone wanna join my team?,non_grooming,none
125,4,child,my internet is lagging again omg.,non_grooming,none
125,5,child,"gotta go, see you tomorrow.",non_grooming,none
125,6,child,anyone wanna join my team?,non_grooming,none
125,7,child,"brb, need to finish homework.",non_grooming,none
125,8,adult,anyone wanna join my team?,non_grooming,none
125,9,child,my internet is lagging again omg.,non_grooming,none
125,10,adult,"brb, need to finish homework.",non_grooming,none
125,11,child,my internet is lagging again omg.,non_grooming,none
126,0,adult,"brb, need to finish homework.",non_grooming,none
126,1,adult,"gotta go, see you tomorrow.",non_grooming,none
126,2,adult,nice shot! that was crazy.,non_grooming,none
126,3,child,anyone wanna join my team?,non_grooming,none
126,4,child,anyone wanna join my team?,non_grooming,none
126,5,child,nice shot! that was crazy.,non_grooming,none
126,6,child,"gotta go, see you tomorrow.",non_grooming,none
126,7,adult,"gotta go, see you tomorrow.",non_grooming,none
126,8,adult,nice shot! that was crazy.,non_grooming,none
127,0,adult,nice shot! that was crazy.,non_grooming,none
127,1,child,my internet is lagging again omg.,non_grooming,none
127,2,adult,nice shot! that was crazy.,non_grooming,none
127,3,child,anyone wanna join my team?,non_grooming,none
127,4,child,"gotta go, see you tomorrow.",non_grooming,none
127,5,child,nice shot! that was crazy.,non_grooming,none
127,6,child,my internet is lagging again omg.,non_grooming,none
127,7,adult,my internet is lagging again omg.,non_grooming,none
127,8,child,anyone wanna join my team?,non_grooming,none
127,9,child,"gotta go, see you tomorrow.",non_grooming,none
127,10,child,anyone wanna join my team?,non_grooming,none
128,0,adult,anyone wanna join my team?,non_grooming,none
128,1,adult,nice shot! that was crazy.,non_grooming,none
128,2,child,my internet is lagging again omg.,non_grooming,none
128,3,child,my internet is lagging again omg.,non_grooming,none
128,4,child,my internet is lagging again omg.,non_grooming,none
128,5,adult,my internet is lagging again omg.,non_grooming,none
128,6,adult,anyone wanna join my team?,non_grooming,none
128,7,adult,nice shot! that was crazy.,non_grooming,none
128,8,adult,anyone wanna join my team?,non_grooming,none
128,9,adult,anyone wanna join my team?,non_grooming,none
128,10,adult,nice shot! that was crazy.,non_grooming,none
129,0,adult,"brb, need to finish homework.",non_grooming,none
129,1,adult,"gotta go, see you tomorrow.",non_grooming,none
129,2,adult,nice shot! that was crazy.,non_grooming,none
129,3,adult,my internet is lagging again omg.,non_grooming,none
129,4,child,my internet is lagging again omg.,non_grooming,none
129,5,child,nice shot! that was crazy.,non_grooming,none
129,6,adult,nice shot! that was crazy.,non_grooming,none
129,7,adult,my internet is lagging again omg.,non_grooming,none
129,8,adult,anyone wanna join my team?,non_grooming,none
129,9,adult,my internet is lagging again omg.,non_grooming,none
129,10,adult,my internet is lagging again omg.,non_grooming,none
129,11,child,nice shot! that was crazy.,non_grooming,none
130,0,adult,my internet is lagging again omg.,non_grooming,none
130,1,child,my internet is lagging again omg.,non_grooming,none
130,2,adult,"gotta go, see you tomorrow.",non_grooming,none
130,3,child,anyone wanna join my team?,non_grooming,none
130,4,child,anyone wanna join my team?,non_grooming,none
130,5,child,"gotta go, see you tomorrow.",non_grooming,none
130,6,adult,"brb, need to finish homework.",non_grooming,none
130,7,adult,my internet is lagging again omg.,non_grooming,none
130,8,adult,my internet is lagging again omg.,non_grooming,none
131,0,adult,my internet is lagging again omg.,non_grooming,none
131,1,child,anyone wanna join my team?,non_grooming,none
131,2,child,"brb, need to finish homework.",non_grooming,none
131,3,child,my internet is lagging again omg.,non_grooming,none
131,4,adult,nice shot! that was crazy.,non_grooming,none
131,5,child,"brb, need to finish homework.",non_grooming,none
131,6,child,"brb, need to finish homework.",non_grooming,none
131,7,adult,"gotta go, see you tomorrow.",non_grooming,none
132,0,adult,anyone wanna join my team?,non_grooming,none
132,1,adult,anyone wanna join my team?,non_grooming,none
132,2,child,anyone wanna join my team?,non_grooming,none
132,3,adult,"brb, need to finish homework.",non_grooming,none
132,4,child,anyone wanna join my team?,non_grooming,none
132,5,adult,"brb, need to finish homework.",non_grooming,none
132,6,adult,my internet is lagging again omg.,non_grooming,none
132,7,adult,my internet is lagging again omg.,non_grooming,none
133,0,child,"gotta go, see you tomorrow.",non_grooming,none
133,1,adult,nice shot! that was crazy.,non_grooming,none
133,2,adult,my internet is lagging again omg.,non_grooming,none
133,3,adult,nice shot! that was crazy.,non_grooming,none
133,4,adult,nice shot! that was crazy.,non_grooming,none
133,5,adult,anyone wanna join my team?,non_grooming,none
133,6,adult,"brb, need to finish homework.",non_grooming,none
133,7,child,anyone wanna join my team?,non_grooming,none
133,8,child,my internet is lagging again omg.,non_grooming,none
133,9,child,"gotta go, see you tomorrow.",non_grooming,none
133,10,adult,anyone wanna join my team?,non_grooming,none
133,11,child,"gotta go, see you tomorrow.",non_grooming,none
134,0,adult,"gotta go, see you tomorrow.",non_grooming,none
134,1,adult,nice shot! that was crazy.,non_grooming,none
134,2,adult,anyone wanna join my team?,non_grooming,none
134,3,child,"brb, need to finish homework.",non_grooming,none
134,4,child,my internet is lagging again omg.,non_grooming,none
134,5,child,"brb, need to finish homework.",non_grooming,none
134,6,adult,nice shot! that was crazy.,non_grooming,none
134,7,child,anyone wanna join my team?,non_grooming,none
134,8,adult,my internet is lagging again omg.,non_grooming,none
135,0,adult,"brb, need to finish homework.",non_grooming,none
135,1,adult,anyone wanna join my team?,non_grooming,none
135,2,adult,nice shot! that was crazy.,non_grooming,none
135,3,adult,nice shot! that was crazy.,non_grooming,none
135,4,adult,"gotta go, see you tomorrow.",non_grooming,none
135,5,child,"gotta go, see you tomorrow.",non_grooming,none
135,6,child,"brb, need to finish homework.",non_grooming,none
135,7,adult,"brb, need to finish homework.",non_grooming,none
135,8,adult,anyone wanna join my team?,non_grooming,none
135,9,child,nice shot! that was crazy.,non_grooming,none
136,0,child,"gotta go, see you tomorrow.",non_grooming,none
136,1,adult,anyone wanna join my team?,non_grooming,none
136,2,adult,nice shot! that was crazy.,non_grooming,none
136,3,child,"brb, need to finish homework.",non_grooming,none
136,4,adult,nice shot! that was crazy.,non_grooming,none
136,5,child,my internet is lagging again omg.,non_grooming,none
136,6,child,my internet is lagging again omg.,non_grooming,none
136,7,child,my internet is lagging again omg.,non_grooming,none
136,8,adult,"gotta go, see you tomorrow.",non_grooming,none
136,9,adult,anyone wanna join my team?,non_grooming,none
136,10,adult,my internet is lagging again omg.,non_grooming,none
137,0,child,my internet is lagging again omg.,non_grooming,none
137,1,adult,"brb, need to finish homework.",non_grooming,none
137,2,child,"brb, need to finish homework.",non_grooming,none
137,3,adult,my internet is lagging again omg.,non_grooming,none
137,4,child,"gotta go, see you tomorrow.",non_grooming,none
137,5,child,anyone wanna join my team?,non_grooming,none
137,6,adult,anyone wanna join my team?,non_grooming,none
137,7,adult,nice shot! that was crazy.,non_grooming,none
138,0,child,anyone wanna join my team?,non_grooming,none
138,1,child,my internet is lagging again omg.,non_grooming,none
138,2,child,anyone wanna join my team?,non_grooming,none
138,3,child,"brb, need to finish homework.",non_grooming,none
138,4,child,"gotta go, see you tomorrow.",non_grooming,none
138,5,child,anyone wanna join my team?,non_grooming,none
138,6,child,nice shot! that was crazy.,non_grooming,none
138,7,child,nice shot! that was crazy.,non_grooming,none
138,8,adult,nice shot! that was crazy.,non_grooming,none
138,9,adult,"brb, need to finish homework.",non_grooming,none
139,0,adult,"brb, need to finish homework.",non_grooming,none
139,1,adult,my internet is lagging again omg.,non_grooming,none
139,2,adult,anyone wanna join my team?,non_grooming,none
139,3,adult,nice shot! that was crazy.,non_grooming,none
139,4,adult,my internet is lagging again omg.,non_grooming,none
139,5,child,anyone wanna join my team?,non_grooming,none
139,6,adult,"brb, need to finish homework.",non_grooming,none
139,7,child,my internet is lagging again omg.,non_grooming,none
139,8,child,"gotta go, see you tomorrow.",non_grooming,none
140,0,adult,"brb, need to finish homework.",non_grooming,none
140,1,child,"gotta go, see you tomorrow.",non_grooming,none
140,2,adult,nice shot! that was crazy.,non_grooming,none
140,3,child,"brb, need to finish homework.",non_grooming,none
140,4,adult,anyone wanna join my team?,non_grooming,none
140,5,adult,my internet is lagging again omg.,non_grooming,none
140,6,adult,"brb, need to finish homework.",non_grooming,none
140,7,adult,"gotta go, see you tomorrow.",non_grooming,none
141,0,child,"brb, need to finish homework.",non_grooming,none
141,1,adult,"gotta go, see you tomorrow.",non_grooming,none
141,2,child,"brb, need to finish homework.",non_grooming,none
141,3,adult,"gotta go, see you tomorrow.",non_grooming,none
141,4,adult,"gotta go, see you tomorrow.",non_grooming,none
141,5,adult,anyone wanna join my team?,non_grooming,none
141,6,adult,my internet is lagging again omg.,non_grooming,none
142,0,child,my internet is lagging again omg.,non_grooming,none
142,1,adult,"gotta go, see you tomorrow.",non_grooming,none
142,2,adult,"gotta go, see you tomorrow.",non_grooming,none
142,3,child,nice shot! that was crazy.,non_grooming,none
142,4,child,"brb, need to finish homework.",non_grooming,none
142,5,adult,my internet is lagging again omg.,non_grooming,none
142,6,child,"gotta go, see you tomorrow.",non_grooming,none
143,0,adult,my internet is lagging again omg.,non_grooming,none
143,1,adult,my internet is lagging again omg.,non_grooming,none
143,2,adult,nice shot! that was crazy.,non_grooming,none
143,3,child,my internet is lagging again omg.,non_grooming,none
143,4,child,anyone wanna join my team?,non_grooming,none
143,5,child,"gotta go, see you tomorrow.",non_grooming,none
143,6,adult,nice shot! that was crazy.,non_grooming,none
143,7,child,"brb, need to finish homework.",non_grooming,none
143,8,adult,nice shot! that was crazy.,non_grooming,none
143,9,adult,nice shot! that was crazy.,non_grooming,none
144,0,adult,anyone wanna join my team?,non_grooming,none
144,1,adult,nice shot! that was crazy.,non_grooming,none
144,2,child,nice shot! that was crazy.,non_grooming,none
144,3,adult,"gotta go, see you tomorrow.",non_grooming,none
144,4,adult,"brb, need to finish homework.",non_grooming,none
144,5,adult,"brb, need to finish homework.",non_grooming,none
144,6,adult,anyone wanna join my team?,non_grooming,none
144,7,child,"brb, need to finish homework.",non_grooming,none
144,8,child,my internet is lagging again omg.,non_grooming,none
144,9,child,nice shot! that was crazy.,non_grooming,none
144,10,adult,nice shot! that was crazy.,non_grooming,none
145,0,adult,my internet is lagging again omg.,non_grooming,none
145,1,adult,"gotta go, see you tomorrow.",non_grooming,none
145,2,child,anyone wanna join my team?,non_grooming,none
145,3,adult,"gotta go, see you tomorrow.",non_grooming,none
145,4,adult,my internet is lagging again omg.,non_grooming,none
145,5,child,"gotta go, see you tomorrow.",non_grooming,none
146,0,child,my internet is lagging again omg.,non_grooming,none
146,1,adult,"gotta go, see you tomorrow.",non_grooming,none
146,2,adult,"brb, need to finish homework.",non_grooming,none
146,3,child,anyone wanna join my team?,non_grooming,none
146,4,child,anyone wanna join my team?,non_grooming,none
146,5,adult,anyone wanna join my team?,non_grooming,none
146,6,child,anyone wanna join my team?,non_grooming,none
146,7,child,anyone wanna join my team?,non_grooming,none
146,8,adult,my internet is lagging again omg.,non_grooming,none
146,9,child,my internet is lagging again omg.,non_grooming,none
146,10,adult,"gotta go, see you tomorrow.",non_grooming,none
146,11,child,nice shot! that was crazy.,non_grooming,none
147,0,adult,"gotta go, see you tomorrow.",non_grooming,none
147,1,child,nice shot! that was crazy.,non_grooming,none
147,2,child,"brb, need to finish homework.",non_grooming,none
147,3,adult,anyone wanna join my team?,non_grooming,none
147,4,adult,anyone wanna join my team?,non_grooming,none
147,5,adult,"gotta go, see you tomorrow.",non_grooming,none
147,6,child,nice shot! that was crazy.,non_grooming,none
148,0,child,"brb, need to finish homework.",non_grooming,none
148,1,child,anyone wanna join my team?,non_grooming,none
148,2,child,anyone wanna join my team?,non_grooming,none
148,3,child,"gotta go, see you tomorrow.",non_grooming,none
148,4,adult,nice shot! that was crazy.,non_grooming,none
148,5,adult,"gotta go, see you tomorrow.",non_grooming,none
148,6,child,nice shot! that was crazy.,non_grooming,none
148,7,adult,"brb, need to finish homework.",non_grooming,none
148,8,child,"gotta go, see you tomorrow.",non_grooming,none
148,9,adult,my internet is lagging again omg.,non_grooming,none
148,10,child,anyone wanna join my team?,non_grooming,none
148,11,adult,anyone wanna join my team?,non_grooming,none
149,0,adult,"gotta go, see you tomorrow.",non_grooming,none
149,1,adult,"gotta go, see you tomorrow.",non_grooming,none
149,2,adult,"brb, need to finish homework.",non_grooming,none
149,3,adult,anyone wanna join my team?,non_grooming,none
149,4,adult,"gotta go, see you tomorrow.",non_grooming,none
149,5,child,"gotta go, see you tomorrow.",non_grooming,none
149,6,adult,anyone wanna join my team?,non_grooming,none
150,0,child,anyone wanna join my team?,non_grooming,none
150,1,child,"brb, need to finish homework.",non_grooming,none
150,2,adult,"brb, need to finish homework.",non_grooming,none
150,3,child,anyone wanna join my team?,non_grooming,none
150,4,child,"gotta go, see you tomorrow.",non_grooming,none
150,5,child,anyone wanna join my team?,non_grooming,none
150,6,adult,my internet is lagging again omg.,non_grooming,none
150,7,child,"brb, need to finish homework.",non_grooming,none
150,8,adult,"gotta go, see you tomorrow.",non_grooming,none
150,9,adult,my internet is lagging again omg.,non_grooming,none
151,0,adult,nice shot! that was crazy.,non_grooming,none
151,1,child,"gotta go, see you tomorrow.",non_grooming,none
151,2,adult,anyone wanna join my team?,non_grooming,none
151,3,adult,"gotta go, see you tomorrow.",non_grooming,none
151,4,child,nice shot! that was crazy.,non_grooming,none
151,5,adult,my internet is lagging again omg.,non_grooming,none
152,0,child,"gotta go, see you tomorrow.",non_grooming,none
152,1,child,"gotta go, see you tomorrow.",non_grooming,none
152,2,child,nice shot! that was crazy.,non_grooming,none
152,3,child,"brb, need to finish homework.",non_grooming,none
152,4,child,"gotta go, see you tomorrow.",non_grooming,none
152,5,adult,"brb, need to finish homework.",non_grooming,none
152,6,adult,my internet is lagging again omg.,non_grooming,none
152,7,adult,"gotta go, see you tomorrow.",non_grooming,none
152,8,child,"brb, need to finish homework.",non_grooming,none
152,9,child,my internet is lagging again omg.,non_grooming,none
153,0,child,my internet is lagging again omg.,non_grooming,none
153,1,child,"brb, need to finish homework.",non_grooming,none
153,2,child,my internet is lagging again omg.,non_grooming,none
153,3,adult,"brb, need to finish homework.",non_grooming,none
153,4,adult,"brb, need to finish homework.",non_grooming,none
153,5,adult,anyone wanna join my team?,non_grooming,none
153,6,child,my internet is lagging again omg.,non_grooming,none
153,7,adult,"gotta go, see you tomorrow.",non_grooming,none
153,8,child,"brb, need to finish homework.",non_grooming,none
153,9,adult,anyone wanna join my team?,non_grooming,none
